State,Year,County,0BR,1BR,2BR,3BR,4BR
Maine,2007,Embden,378,469,556,785,832
Maine,2007,Fairfield,378,469,556,785,832
Maine,2007,Harmony,378,469,556,785,832
Maine,2007,Hartland,378,469,556,785,832
Maine,2007,Highland plantation,378,469,556,785,832
Maine,2007,Jackman,378,469,556,785,832
Maine,2007,Madison,378,469,556,785,832
Maine,2007,Mercer,378,469,556,785,832
Maine,2007,Moose River,378,469,556,785,832
Maine,2007,Moscow,378,469,556,785,832
Maine,2007,New Portland,378,469,556,785,832
Maine,2007,Norridgewock,378,469,556,785,832
Maine,2007,Northeast Somerset,UT,378,469,556,785
Maine,2007,Northwest Somerset,UT,378,469,556,785
Maine,2007,Palmyra,378,469,556,785,832
Maine,2007,Pittsfield,378,469,556,785,832
Maine,2007,Pleasant Ridge,plantation,378,469,556,785
Maine,2007,Ripley,378,469,556,785,832
Maine,2007,St. Albans,378,469,556,785,832
Maine,2007,Seboomook Lake,UT,378,469,556,785
Maine,2007,Skowhegan,378,469,556,785,832
Maine,2007,Smithfield,378,469,556,785,832
Maine,2007,Solon,378,469,556,785,832
Maine,2007,Starks,378,469,556,785,832
Maine,2007,The Forks,plantation,378,469,556,785
Maine,2007,West Forks,plantation,378,469,556,785
Maine,2007,Belfast,530,568,685,840,893
Maine,2007,Belmont,530,568,685,840,893
Maine,2007,Brooks,530,568,685,840,893
Maine,2007,Burnham,530,568,685,840,893
Maine,2007,Frankfort,530,568,685,840,893
Maine,2007,Freedom,530,568,685,840,893
Maine,2007,Islesboro,530,568,685,840,893
Maine,2007,Jackson,530,568,685,840,893
Maine,2007,Knox,530,568,685,840,893
Maine,2007,Liberty,530,568,685,840,893
Maine,2007,Lincolnville,530,568,685,840,893
Maine,2007,Monroe,530,568,685,840,893
Maine,2007,Montville,530,568,685,840,893
Maine,2007,Morrill,530,568,685,840,893
Maine,2007,Northport,530,568,685,840,893
Maine,2007,Palermo,530,568,685,840,893
Maine,2007,Prospect,530,568,685,840,893
Maine,2007,Searsmont,530,568,685,840,893
Maine,2007,Searsport,530,568,685,840,893
Maine,2007,Stockton Springs,530,568,685,840,893
Maine,2007,Swanville,530,568,685,840,893
Maine,2007,Thorndike,530,568,685,840,893
Maine,2007,Troy,530,568,685,840,893
Maine,2007,Unity,530,568,685,840,893
Maine,2007,Waldo,530,568,685,840,893
Maine,2007,Winterport,530,568,685,840,893
Maine,2007,Addison,456,493,588,729,794
Maine,2007,Alexander,456,493,588,729,794
Maine,2007,Baileyville,456,493,588,729,794
Maine,2007,Baring plantation,456,493,588,729,794
Maine,2007,Beals,456,493,588,729,794
Maine,2007,Beddington,456,493,588,729,794
Maine,2007,Calais,456,493,588,729,794
Maine,2007,Centerville,456,493,588,729,794
Maine,2007,Charlotte,456,493,588,729,794
Maine,2007,Cherryfield,456,493,588,729,794
Maine,2007,Codyville plantation,456,493,588,729,794
Maine,2007,Columbia,456,493,588,729,794
Maine,2007,Columbia Falls,456,493,588,729,794
Maine,2007,Cooper,456,493,588,729,794
Maine,2007,Crawford,456,493,588,729,794
Maine,2007,Cutler,456,493,588,729,794
Maine,2007,Danforth,456,493,588,729,794
Maine,2007,Deblois,456,493,588,729,794
Maine,2007,Dennysville,456,493,588,729,794
Maine,2007,East Central,Washington,UT,456,493,588
Maine,2007,East Machias,456,493,588,729,794
Maine,2007,Eastport,456,493,588,729,794
Maine,2007,Grand Lake,Stream,plantation,456,493,588
Maine,2007,Harrington,456,493,588,729,794
Maine,2007,Jonesboro,456,493,588,729,794
Maine,2007,Jonesport,456,493,588,729,794
Maine,2007,Lubec,456,493,588,729,794
Maine,2007,Machias,456,493,588,729,794
Maine,2007,Machiasport,456,493,588,729,794
Maine,2007,Marshfield,456,493,588,729,794
Maine,2007,Meddybemps,456,493,588,729,794
Maine,2007,Milbridge,456,493,588,729,794
Maine,2007,Northfield,456,493,588,729,794
Maine,2007,North Washington,UT,456,493,588,729
Maine,2007,Passamaquoddy Indian,Township,Reservation,456,493,588
Maine,2007,Passamaquoddy Pleasant,Point,Reservation,456,493,588
Maine,2007,Pembroke,456,493,588,729,794
Maine,2007,Perry,456,493,588,729,794
Maine,2007,Princeton,456,493,588,729,794
Maine,2007,Robbinston,456,493,588,729,794
Maine,2007,Roque Bluffs,456,493,588,729,794
Maine,2007,Steuben,456,493,588,729,794
Maine,2007,Talmadge,456,493,588,729,794
Maine,2007,Topsfield,456,493,588,729,794
Maine,2007,Vanceboro,456,493,588,729,794
Maine,2007,Waite,456,493,588,729,794
Maine,2007,Wesley,456,493,588,729,794
Maine,2007,Whiting,456,493,588,729,794
Maine,2007,Whitneyville,456,493,588,729,794
Maine,2007,Acton,553,575,731,874,955
Maine,2007,Alfred,553,575,731,874,955
Maine,2007,Arundel,553,575,731,874,955
Maine,2007,Berwick,825,830,995,1449,1579
Maine,2007,Biddeford,553,575,731,874,955
Maine,2007,Buxton,638,757,981,1236,1324
Maine,2007,Cornish,553,575,731,874,955
Maine,2007,Dayton,553,575,731,874,955
Maine,2007,Eliot,825,830,995,1449,1579
Maine,2007,Hollis,638,757,981,1236,1324
Maine,2007,Kennebunk,553,575,731,874,955
Maine,2007,Kennebunkport,553,575,731,874,955
Maine,2007,Kittery,825,830,995,1449,1579
Maine,2007,Lebanon,553,575,731,874,955
Maine,2007,Limerick,553,575,731,874,955
Maine,2007,Limington,638,757,981,1236,1324
Maine,2007,Lyman,553,575,731,874,955
Maine,2007,Newfield,553,575,731,874,955
Maine,2007,North Berwick,553,575,731,874,955
Maine,2007,Ogunquit,553,575,731,874,955
Maine,2007,Old Orchard,Beach,638,757,981,1236
Maine,2007,Parsonsfield,553,575,731,874,955
Maine,2007,Saco,553,575,731,874,955
Maine,2007,Sanford,553,575,731,874,955
Maine,2007,Shapleigh,553,575,731,874,955
Maine,2007,South Berwick,825,830,995,1449,1579
Maine,2007,Waterboro,553,575,731,874,955
Maine,2007,Wells,553,575,731,874,955
Maine,2007,York,825,830,995,1449,1579
Maine,2008,Auburn,417,523,639,810,897
Maine,2008,Durham,417,523,639,810,897
Maine,2008,Greene,417,523,639,810,897
Maine,2008,Leeds,417,523,639,810,897
Maine,2008,Lewiston,417,523,639,810,897
Maine,2008,Lisbon,417,523,639,810,897
Maine,2008,Livermore,417,523,639,810,897
Maine,2008,Livermore Falls,417,523,639,810,897
Maine,2008,Mechanic Falls,417,523,639,810,897
Maine,2008,Minot,417,523,639,810,897
Maine,2008,Poland,417,523,639,810,897
Maine,2008,Sabattus,417,523,639,810,897
Maine,2008,Turner,417,523,639,810,897
Maine,2008,Wales,417,523,639,810,897
Maine,2008,Allagash,394,485,582,760,837
Maine,2008,Amity,394,485,582,760,837
Maine,2008,Ashland,394,485,582,760,837
Maine,2008,Bancroft,394,485,582,760,837
Maine,2008,Blaine,394,485,582,760,837
Maine,2008,Bridgewater,394,485,582,760,837
Maine,2008,Caribou,394,485,582,760,837
Maine,2008,Cary plantation,394,485,582,760,837
Maine,2008,Castle Hill,394,485,582,760,837
Maine,2008,Caswell,394,485,582,760,837
Maine,2008,Central Aroostook,UT,394,485,582,760
Maine,2008,Chapman,394,485,582,760,837
Maine,2008,Connor UT,394,485,582,760,837
Maine,2008,Crystal,394,485,582,760,837
Maine,2008,Cyr plantation,394,485,582,760,837
Maine,2008,Dyer Brook,394,485,582,760,837
Maine,2008,Eagle Lake,394,485,582,760,837
Maine,2008,Easton,394,485,582,760,837
Maine,2008,Fort Fairfield,394,485,582,760,837
Maine,2008,Fort Kent,394,485,582,760,837
Maine,2008,Frenchville,394,485,582,760,837
Maine,2008,Garfield plantation,394,485,582,760,837
Maine,2008,Glenwood plantation,394,485,582,760,837
Maine,2008,Grand Isle,394,485,582,760,837
Maine,2008,Hamlin,394,485,582,760,837
Maine,2008,Hammond,394,485,582,760,837
Maine,2008,Haynesville,394,485,582,760,837
Maine,2008,Hersey,394,485,582,760,837
Maine,2008,Hodgdon,394,485,582,760,837
Maine,2008,Houlton,394,485,582,760,837
Maine,2008,Island Falls,394,485,582,760,837
Maine,2008,Limestone,394,485,582,760,837
Maine,2008,Linneus,394,485,582,760,837
Maine,2008,Littleton,394,485,582,760,837
Maine,2008,Ludlow,394,485,582,760,837
Maine,2008,Macwahoc plantation,394,485,582,760,837
Maine,2008,Madawaska,394,485,582,760,837
Maine,2008,Mapleton,394,485,582,760,837
Maine,2008,Mars Hill,394,485,582,760,837
Maine,2008,Masardis,394,485,582,760,837
Maine,2008,Merrill,394,485,582,760,837
Maine,2008,Monticello,394,485,582,760,837
Maine,2008,Moro plantation,394,485,582,760,837
Maine,2008,Nashville plantation,394,485,582,760,837
Maine,2008,New Canada,394,485,582,760,837
Maine,2008,New Limerick,394,485,582,760,837
Maine,2008,New Sweden,394,485,582,760,837
Maine,2008,Northwest Aroostook,UT,394,485,582,760
Maine,2008,Oakfield,394,485,582,760,837
Maine,2008,Orient,394,485,582,760,837
Maine,2008,Oxbow plantation,394,485,582,760,837
Maine,2008,Penobscot Indian,Island,Reservation,394,485,582
Maine,2008,Perham,394,485,582,760,837
Maine,2008,Portage Lake,394,485,582,760,837
Maine,2008,Presque Isle,394,485,582,760,837
Maine,2008,Reed plantation,394,485,582,760,837
Maine,2008,St. Agatha,394,485,582,760,837
Maine,2008,St. Francis,394,485,582,760,837
Maine,2008,St. John,plantation,394,485,582,760
Maine,2008,Sherman,394,485,582,760,837
Maine,2008,Smyrna,394,485,582,760,837
Maine,2008,South Aroostook,UT,394,485,582,760
Maine,2008,Square Lake,UT,394,485,582,760
Maine,2008,Stockholm,394,485,582,760,837
Maine,2008,Van Buren,394,485,582,760,837
Maine,2008,Wade,394,485,582,760,837
Maine,2008,Wallagrass,394,485,582,760,837
Maine,2008,Washburn,394,485,582,760,837
Maine,2008,Westfield,394,485,582,760,837
Maine,2008,Westmanland,394,485,582,760,837
Maine,2008,Weston,394,485,582,760,837
Maine,2008,Winterville plantation,394,485,582,760,837
Maine,2008,Woodland,394,485,582,760,837
Maine,2008,Baldwin,553,660,850,1015,1301
Maine,2008,Bridgton,553,660,850,1015,1301
Maine,2008,Brunswick,553,660,850,1015,1301
Maine,2008,Cape Elizabeth,673,800,1036,1305,1399
Maine,2008,Casco,673,800,1036,1305,1399
Maine,2008,Cumberland,673,800,1036,1305,1399
Maine,2008,Falmouth,673,800,1036,1305,1399
Maine,2008,Freeport,673,800,1036,1305,1399
Maine,2008,Frye Island,673,800,1036,1305,1399
Maine,2008,Gorham,673,800,1036,1305,1399
Maine,2008,Gray,673,800,1036,1305,1399
Maine,2008,Harpswell,553,660,850,1015,1301
Maine,2008,Harrison,553,660,850,1015,1301
Maine,2008,Long Island,673,800,1036,1305,1399
Maine,2008,Naples,553,660,850,1015,1301
Maine,2008,New Gloucester,553,660,850,1015,1301
Maine,2008,North Yarmouth,673,800,1036,1305,1399
Maine,2008,Portland,673,800,1036,1305,1399
Maine,2008,Pownal,553,660,850,1015,1301
Maine,2008,Raymond,673,800,1036,1305,1399
Maine,2008,Scarborough,673,800,1036,1305,1399
Maine,2008,Sebago,553,660,850,1015,1301
Maine,2008,South Portland,673,800,1036,1305,1399
Maine,2008,Standish,673,800,1036,1305,1399
Maine,2008,Westbrook,673,800,1036,1305,1399
Maine,2008,Windham,673,800,1036,1305,1399
Maine,2008,Yarmouth,673,800,1036,1305,1399
Maine,2008,Avon,489,527,642,767,995
Maine,2008,Carrabassett Valley,489,527,642,767,995
Maine,2008,Carthage,489,527,642,767,995
Maine,2008,Chesterville,489,527,642,767,995
Maine,2008,Coplin plantation,489,527,642,767,995
Maine,2008,Dallas plantation,489,527,642,767,995
Maine,2008,East Central,Franklin,UT,489,527,642
Maine,2008,Eustis,489,527,642,767,995
Maine,2008,Farmington,489,527,642,767,995
Maine,2008,Industry,489,527,642,767,995
Maine,2008,Jay,489,527,642,767,995
Maine,2008,Kingfield,489,527,642,767,995
Maine,2008,Madrid,489,527,642,767,995
Maine,2008,New Sharon,489,527,642,767,995
Maine,2008,New Vineyard,489,527,642,767,995
Maine,2008,North Franklin,UT,489,527,642,767
Maine,2008,Phillips,489,527,642,767,995
Maine,2008,Rangeley,489,527,642,767,995
Maine,2008,Rangeley plantation,489,527,642,767,995
Maine,2008,Sandy River,plantation,489,527,642,767
Maine,2008,South Franklin,UT,489,527,642,767
Maine,2008,Strong,489,527,642,767,995
Maine,2008,Temple,489,527,642,767,995
Maine,2008,Weld,489,527,642,767,995
Maine,2008,West Central,Franklin,UT,489,527,642
Maine,2008,Wilton,489,527,642,767,995
Maine,2008,Wyman UT,489,527,642,767,995
Maine,2008,Amherst,534,615,716,1008,1037
Maine,2008,Aurora,534,615,716,1008,1037
Maine,2008,Bar Harbor,534,615,716,1008,1037
Maine,2008,Blue Hill,534,615,716,1008,1037
Maine,2008,Brooklin,534,615,716,1008,1037
Maine,2008,Brooksville,534,615,716,1008,1037
Maine,2008,Bucksport,534,615,716,1008,1037
Maine,2008,Castine,534,615,716,1008,1037
Maine,2008,Central Hancock,UT,534,615,716,1008
Maine,2008,Cranberry Isles,534,615,716,1008,1037
Maine,2008,Dedham,534,615,716,1008,1037
Maine,2008,Deer Isle,534,615,716,1008,1037
Maine,2008,Eastbrook,534,615,716,1008,1037
Maine,2008,East Hancock,UT,534,615,716,1008
Maine,2008,Ellsworth,534,615,716,1008,1037
Maine,2008,Franklin,534,615,716,1008,1037
Maine,2008,Frenchboro,534,615,716,1008,1037
Maine,2008,Gouldsboro,534,615,716,1008,1037
Maine,2008,Great Pond,534,615,716,1008,1037
Maine,2008,Hancock,534,615,716,1008,1037
Maine,2008,Lamoine,534,615,716,1008,1037
Maine,2008,Mariaville,534,615,716,1008,1037
Maine,2008,Mount Desert,534,615,716,1008,1037
Maine,2008,Northwest Hancock,UT,534,615,716,1008
Maine,2008,Orland,534,615,716,1008,1037
Maine,2008,Osborn,534,615,716,1008,1037
Maine,2008,Otis,534,615,716,1008,1037
Maine,2008,Penobscot,534,615,716,1008,1037
Maine,2008,Sedgwick,534,615,716,1008,1037
Maine,2008,Sorrento,534,615,716,1008,1037
Maine,2008,Southwest Harbor,534,615,716,1008,1037
Maine,2008,Stonington,534,615,716,1008,1037
Maine,2008,Sullivan,534,615,716,1008,1037
Maine,2008,Surry,534,615,716,1008,1037
Maine,2008,Swans Island,534,615,716,1008,1037
Maine,2008,Tremont,534,615,716,1008,1037
Maine,2008,Trenton,534,615,716,1008,1037
Maine,2008,Verona,534,615,716,1008,1037
Maine,2008,Waltham,534,615,716,1008,1037
Maine,2008,Winter Harbor,534,615,716,1008,1037
Maine,2008,Albion,423,507,631,861,920
Maine,2008,Augusta,423,507,631,861,920
Maine,2008,Belgrade,423,507,631,861,920
Maine,2008,Benton,423,507,631,861,920
Maine,2008,Chelsea,423,507,631,861,920
Maine,2008,China,423,507,631,861,920
Maine,2008,Clinton,423,507,631,861,920
Maine,2008,Farmingdale,423,507,631,861,920
Maine,2008,Fayette,423,507,631,861,920
Maine,2008,Gardiner,423,507,631,861,920
Maine,2008,Hallowell,423,507,631,861,920
Maine,2008,Litchfield,423,507,631,861,920
Maine,2008,Manchester,423,507,631,861,920
Maine,2008,Monmouth,423,507,631,861,920
Maine,2008,Mount Vernon,423,507,631,861,920
Maine,2008,Oakland,423,507,631,861,920
Maine,2008,Pittston,423,507,631,861,920
Maine,2008,Randolph,423,507,631,861,920
Maine,2008,Readfield,423,507,631,861,920
Maine,2008,Rome,423,507,631,861,920
Maine,2008,Sidney,423,507,631,861,920
Maine,2008,Unity UT,423,507,631,861,920
Maine,2008,Vassalboro,423,507,631,861,920
Maine,2008,Vienna,423,507,631,861,920
Maine,2008,Waterville,423,507,631,861,920
Maine,2008,Wayne,423,507,631,861,920
Maine,2008,West Gardiner,423,507,631,861,920
Maine,2008,Windsor,423,507,631,861,920
Maine,2008,Winslow,423,507,631,861,920
Maine,2008,Winthrop,423,507,631,861,920
Maine,2008,Appleton,483,639,729,987,1139
Maine,2008,Camden,483,639,729,987,1139
Maine,2008,Criehaven UT,483,639,729,987,1139
Maine,2008,Cushing,483,639,729,987,1139
Maine,2008,Friendship,483,639,729,987,1139
Maine,2008,Hope,483,639,729,987,1139
Maine,2008,Isle au,Haut,483,639,729,987
Maine,2008,Matinicus Isle,plantation,483,639,729,987
Maine,2008,North Haven,483,639,729,987,1139
Maine,2008,Owls Head,483,639,729,987,1139
Maine,2008,Rockland,483,639,729,987,1139
Maine,2008,Rockport,483,639,729,987,1139
Maine,2008,St. George,483,639,729,987,1139
Maine,2008,South Thomaston,483,639,729,987,1139
Maine,2008,Thomaston,483,639,729,987,1139
Maine,2008,Union,483,639,729,987,1139
Maine,2008,Vinalhaven,483,639,729,987,1139
Maine,2008,Warren,483,639,729,987,1139
Maine,2008,Washington,483,639,729,987,1139
Maine,2008,Alna,584,628,757,914,942
Maine,2008,Boothbay,584,628,757,914,942
Maine,2008,Boothbay Harbor,584,628,757,914,942
Maine,2008,Bremen,584,628,757,914,942
Maine,2008,Bristol,584,628,757,914,942
Maine,2008,Damariscotta,584,628,757,914,942
Maine,2008,Dresden,584,628,757,914,942
Maine,2008,Edgecomb,584,628,757,914,942
Maine,2008,Hibberts gore,584,628,757,914,942
Maine,2008,Jefferson,584,628,757,914,942
Maine,2008,Monhegan plantation,584,628,757,914,942
Maine,2008,Newcastle,584,628,757,914,942
Maine,2008,Nobleboro,584,628,757,914,942
Maine,2008,Somerville,584,628,757,914,942
Maine,2008,South Bristol,584,628,757,914,942
Maine,2008,Southport,584,628,757,914,942
Maine,2008,Waldoboro,584,628,757,914,942
Maine,2008,Westport,584,628,757,914,942
Maine,2008,Whitefield,584,628,757,914,942
Maine,2008,Wiscasset,584,628,757,914,942
Maine,2008,Andover,407,542,624,831,1042
Maine,2008,Bethel,407,542,624,831,1042
Maine,2008,Brownfield,407,542,624,831,1042
Maine,2008,Buckfield,407,542,624,831,1042
Maine,2008,Byron,407,542,624,831,1042
Maine,2008,Canton,407,542,624,831,1042
Maine,2008,Denmark,407,542,624,831,1042
Maine,2008,Dixfield,407,542,624,831,1042
Maine,2008,Fryeburg,407,542,624,831,1042
Maine,2008,Gilead,407,542,624,831,1042
Maine,2008,Greenwood,407,542,624,831,1042
Maine,2008,Hanover,407,542,624,831,1042
Maine,2008,Hartford,407,542,624,831,1042
Maine,2008,Hebron,407,542,624,831,1042
Maine,2008,Hiram,407,542,624,831,1042
Maine,2008,Lincoln plantation,407,542,624,831,1042
Maine,2008,Lovell,407,542,624,831,1042
Maine,2008,Magalloway plantation,407,542,624,831,1042
Maine,2008,Mexico,407,542,624,831,1042
Maine,2008,Milton UT,407,542,624,831,1042
Maine,2008,Newry,407,542,624,831,1042
Maine,2008,North Oxford,UT,407,542,624,831
Maine,2008,Norway,407,542,624,831,1042
Maine,2008,Otisfield,407,542,624,831,1042
Maine,2008,Oxford,407,542,624,831,1042
Maine,2008,Paris,407,542,624,831,1042
Maine,2008,Peru,407,542,624,831,1042
Maine,2008,Porter,407,542,624,831,1042
Maine,2008,Roxbury,407,542,624,831,1042
Maine,2008,Rumford,407,542,624,831,1042
Maine,2008,South Oxford,UT,407,542,624,831
Maine,2008,Stoneham,407,542,624,831,1042
Maine,2008,Stow,407,542,624,831,1042
Maine,2008,Sumner,407,542,624,831,1042
Maine,2008,Sweden,407,542,624,831,1042
Maine,2008,Upton,407,542,624,831,1042
Maine,2008,Waterford,407,542,624,831,1042
Maine,2008,West Paris,407,542,624,831,1042
Maine,2008,Woodstock,407,542,624,831,1042
Maine,2008,Alton,517,518,623,779,955
Maine,2008,Argyle UT,517,518,623,779,955
Maine,2008,Bangor,506,590,753,957,1081
Maine,2008,Bradford,517,518,623,779,955
Maine,2008,Bradley,517,518,623,779,955
Maine,2008,Brewer,506,590,753,957,1081
Maine,2008,Burlington,517,518,623,779,955
Maine,2008,Carmel,517,518,623,779,955
Maine,2008,Carroll plantation,517,518,623,779,955
Maine,2008,Charleston,517,518,623,779,955
Maine,2008,Chester,517,518,623,779,955
Maine,2008,Clifton,517,518,623,779,955
Maine,2008,Corinna,517,518,623,779,955
Maine,2008,Corinth,517,518,623,779,955
Maine,2008,Dexter,517,518,623,779,955
Maine,2008,Dixmont,517,518,623,779,955
Maine,2008,Drew plantation,517,518,623,779,955
Maine,2008,East Central,Penobscot,UT,517,518,623
Maine,2008,East Millinocket,517,518,623,779,955
Maine,2008,Eddington,506,590,753,957,1081
Maine,2008,Edinburg,517,518,623,779,955
Maine,2008,Enfield,517,518,623,779,955
Maine,2008,Etna,517,518,623,779,955
Maine,2008,Exeter,517,518,623,779,955
Maine,2008,Garland,517,518,623,779,955
Maine,2008,Glenburn,506,590,753,957,1081
Maine,2008,Greenbush,517,518,623,779,955
Maine,2008,Hampden,506,590,753,957,1081
Maine,2008,Hermon,506,590,753,957,1081
Maine,2008,Holden,506,590,753,957,1081
Maine,2008,Howland,517,518,623,779,955
Maine,2008,Hudson,517,518,623,779,955
Maine,2008,Kenduskeag,506,590,753,957,1081
Maine,2008,Kingman UT,517,518,623,779,955
Maine,2008,Lagrange,517,518,623,779,955
Maine,2008,Lakeville,517,518,623,779,955
Maine,2008,Lee,517,518,623,779,955
Maine,2008,Levant,517,518,623,779,955
Maine,2008,Lincoln,517,518,623,779,955
Maine,2008,Lowell,517,518,623,779,955
Maine,2008,Mattawamkeag,517,518,623,779,955
Maine,2008,Maxfield,517,518,623,779,955
Maine,2008,Medway,517,518,623,779,955
Maine,2008,Milford,506,590,753,957,1081
Maine,2008,Millinocket,517,518,623,779,955
Maine,2008,Mount Chase,517,518,623,779,955
Maine,2008,Newburgh,517,518,623,779,955
Maine,2008,Newport,517,518,623,779,955
Maine,2008,North Penobscot,UT,517,518,623,779
Maine,2008,Old,506,590,753,957,1081
Maine,2008,Orono,506,590,753,957,1081
Maine,2008,Orrington,506,590,753,957,1081
Maine,2008,Passadumkeag,517,518,623,779,955
Maine,2008,Patten,517,518,623,779,955
Maine,2008,Plymouth,517,518,623,779,955
Maine,2008,Prentiss UT,517,518,623,779,955
Maine,2008,Seboeis plantation,517,518,623,779,955
Maine,2008,Springfield,517,518,623,779,955
Maine,2008,Stacyville,517,518,623,779,955
Maine,2008,Stetson,517,518,623,779,955
Maine,2008,Twombly UT,517,518,623,779,955
